dataset,method,feature_index,feature,n_real,n_synthetic,real_mean,synthetic_mean,mean_difference,t_statistic,p_value,ks_statistic,p_below_0_05
HIV,Bootstrap,1,spikeProduction_D1D2,91,91,3.140899490524124,3.1445329634697883,0.0036334729456641846,-0.19362800976404726,0.8466858692989779,0.0989010989010989,False
HIV,Bootstrap,2,spikeDecay_D1D2,91,91,0.024470117864209218,0.024434818548488092,-3.529931572112538e-05,0.24978182502396773,0.8030409281332301,0.06593406593406594,False
HIV,Bootstrap,3,spikeProduction_D3,91,91,0.62353461260324,0.6236200876288361,8.547502559619335e-05,-0.14297159252877648,0.8864726481976918,0.06593406593406594,False
HIV,Bootstrap,4,spikeDecay_D3,91,91,0.008703867730858562,0.00869585994303554,-8.007787823021209e-06,0.23294210042061933,0.8160722990681819,0.04395604395604396,False
HIV,Bootstrap,5,RBDProduction_D1D2,91,91,2.404523417189881,2.412220218679407,0.007696801489526006,-0.5080517772637135,0.6120394351286933,0.07692307692307693,False
HIV,Bootstrap,6,RBDDecay_D1D2,91,91,0.021558716197262753,0.021564778022386214,6.06182512346079e-06,-0.17522015062597088,0.8611043837219418,0.07692307692307693,False
HIV,Bootstrap,7,RBDProduction_D3,91,91,0.8169864972869119,0.8172564041483533,0.00026990686144146014,-0.07680088503705204,0.9388674186846016,0.054945054945054944,False
HIV,Bootstrap,8,RBDDecay_D3,91,91,0.011376512891889274,0.011368593467133386,-7.919424755888776e-06,0.2434590640430289,0.8079276922733887,0.07692307692307693,False
HIV,Bootstrap,9,V1_blood_IgGspike,91,91,6.896112140718397,8.029973696876358,1.1338615561579601,-0.959302083431341,0.33870619209773134,0.0989010989010989,False
HIV,Bootstrap,10,V4_blood_IgGspike,91,91,203.0056377518308,211.91632745947157,8.910689707640785,-0.20340137530953276,0.8390519614833617,0.06593406593406594,False
HIV,Bootstrap,11,V4a_blood_IgGspike,91,91,125.34833855812366,134.2659466463131,8.91760808818944,-0.2608643590165145,0.7945224911451738,0.07692307692307693,False
HIV,Bootstrap,12,V6_blood_IgGspike,91,91,924.6595707568493,953.0356494358608,28.37607867901147,-0.40814799484323727,0.6836520830266063,0.054945054945054944,False
HIV,Bootstrap,13,V8_blood_IgGspike,91,91,483.44704525287335,488.7147273178939,5.267682065020551,-0.08235078577862685,0.934459385834433,0.054945054945054944,False
HIV,Bootstrap,14,V8a_blood_IgGspike,91,91,339.3911614889627,332.7662280156062,-6.624933473356521,0.13511731945352654,0.8926707786645197,0.0989010989010989,False
HIV,Bootstrap,15,V8b_blood_IgGspike,91,91,1349.6065938760946,1386.6811282818135,37.07453440571885,-0.8768677793978111,0.38174168881606096,0.07692307692307693,False
HIV,Bootstrap,16,V9_blood_IgGspike,91,91,1015.3168724814614,1003.354740855458,-11.962131626003384,0.17066714573852187,0.8646780488395572,0.06593406593406594,False
HIV,Bootstrap,17,V10_blood_IgGspike,91,91,962.7392485063154,873.5945944314475,-89.14465407486796,1.1144456429547993,0.2665740895965229,0.13186813186813187,False
HIV,Bootstrap,18,V11_blood_IgGspike,91,91,1314.8465629829154,1322.901592883435,8.055029900519457,-0.17335374776903362,0.862569365914344,0.04395604395604396,False
HIV,Bootstrap,19,V1_blood_IgGRBD,91,91,5.13758461029975,6.142148277261755,1.0045636669620048,-0.6855216072053865,0.4940225784553357,0.054945054945054944,False
HIV,Bootstrap,20,V4_blood_IgGRBD,91,91,226.04022855549067,297.0746452362983,71.03441668080762,-0.6838781536341187,0.4950520866797052,0.054945054945054944,False
HIV,Bootstrap,21,V4a_blood_IgGRBD,91,91,159.47874348504203,217.63898431861793,58.1602408335759,-0.5948709682879479,0.5528241882004217,0.07692307692307693,False
HIV,Bootstrap,22,V6_blood_IgGRBD,91,91,1757.633392538343,1837.2803322875893,79.64693974924626,-0.37855229459994466,0.7054664582780242,0.07692307692307693,False
HIV,Bootstrap,23,V8_blood_IgGRBD,91,91,562.1188489578583,594.3948441075755,32.27599514971723,-0.2604043461549827,0.794850943964671,0.054945054945054944,False
HIV,Bootstrap,24,V8a_blood_IgGRBD,91,91,494.1665499446156,507.780719935239,13.614169990623395,-0.10894018174308934,0.9133713981054978,0.07692307692307693,False
